hhold_ID,est_net_worth,est_inc,domestic,number_visits,number_children,oldest_child_age,dis_plus_sub,online_merch_avg,est_annual_travel,est_annual_leisure,est_hhold_FICO
5475,1526363,1070735,1,1,0,,1,1822.0,20753.0,19973.0,754
5476,155803,111950,1,1,4,13.0,0,795.0,3384.0,4296.0,747
5477,3661473,2563560,1,3,2,11.0,0,1650.0,47402.0,48465.0,762
5478,74713,55155,0,2,1,12.0,0,721.0,24173.0,2952.0,754
5479,47832,36300,1,1,3,13.0,0,772.0,2178.0,1365.0,751
5480,13504,12660,1,0,2,12.0,0,757.0,586.0,1467.0,770
5481,496323,285000,1,4,4,14.0,1,2155.0,48395.0,66074.0,792
5482,892825,626880,1,2,2,10.0,0,1822.0,11335.0,12442.0,706
5483,41313,31315,1,9,0,,0,743.0,1456.0,2097.0,719
5484,623031,438805,1,1,3,14.0,0,1760.0,3594.0,7562.0,739
5485,32767,26855,0,1,3,13.0,0,747.0,1828.0,1891.0,760
5486,16105,14695,1,3,3,17.0,1,1103.0,3869.0,1182.0,736
5487,1050622,737500,1,11,2,14.0,1,1875.0,14214.0,13083.0,781
5488,64240,47790,1,3,1,15.0,0,784.0,3227.0,1826.0,758
5489,2345446,1642525,1,3,2,13.0,1,1956.0,30439.0,32652.0,801
5490,3834,7625,1,3,3,9.0,1,1107.0,2234.0,2142.0,738
5491,59139,44485,1,2,2,11.0,0,764.0,1184.0,6764.0,772
5492,65719,53045,1,5,2,7.0,1,783.0,1250.0,5788.0,729
5493,60751,46145,1,1,2,13.0,0,735.0,1327.0,1891.0,751
5494,2268812,1589765,1,3,2,13.0,1,1772.0,29318.0,30425.0,753
5495,1451110,1018085,1,1,2,9.0,1,1813.0,14601.0,15470.0,783
5496,26940,11095,0,3,2,14.0,1,757.0,1155.0,701.0,792
5497,118871,85035,0,2,2,13.0,0,750.0,4291.0,6000.0,717
5498,1614626,1131360,1,0,1,14.0,1,1740.0,17880.0,21481.0,745
5499,4730,5685,1,2,2,11.0,1,767.0,1415.0,1891.0,771
5500,29220,23770,1,1,2,13.0,0,797.0,300.0,1891.0,779
5501,195858,140120,0,2,2,10.0,1,1917.0,4388.0,1917.0,732
5502,1203170,841990,1,1,3,18.0,1,1685.0,17404.0,16513.0,730
5503,1231370,863690,1,6,1,12.0,1,1719.0,16900.0,17249.0,747
5504,3451,5430,0,2,3,9.0,0,820.0,1614.0,14.0,750
5505,40612,31190,1,5,1,14.0,0,803.0,1017.0,1522.0,804
5506,54108,40875,1,1,2,10.0,1,764.0,1215.0,1742.0,746
5507,27491,22270,1,4,2,9.0,1,780.0,1612.0,556.0,803
5508,169670,122650,1,6,3,13.0,1,2288.0,4754.0,3324.0,751
5509,246167,175295,1,1,2,10.0,1,1857.0,1965.0,4217.0,746
5510,13259,11525,1,5,3,10.0,1,1050.0,2553.0,2538.0,689
5511,108846,78995,1,4,3,11.0,1,1092.0,6219.0,3166.0,749
5512,6716,7455,0,6,4,14.0,1,840.0,3821.0,652.0,736
5513,68262,50155,1,1,1,12.0,0,795.0,1410.0,1010.0,705
5514,16293,14615,0,23,3,11.0,1,1011.0,6234.0,2855.0,768
5515,50965,38560,1,2,2,11.0,0,772.0,2351.0,1665.0,794
5516,12230,4430,1,1,1,13.0,0,804.0,870.0,1891.0,779
5517,182019,135355,1,3,3,12.0,0,1790.0,4900.0,3597.0,745
5518,2173650,1522515,1,3,2,13.0,1,1861.0,27912.0,29546.0,715
5519,7215,12090,0,0,2,11.0,1,769.0,1125.0,1891.0,750
5520,1087810,763905,0,2,3,12.0,1,1733.0,12353.0,14648.0,734
5521,957685,673120,0,1,2,13.0,1,1726.0,12833.0,12860.0,744
5522,9785,13395,0,1,2,11.0,0,809.0,1049.0,1891.0,761
5523,1976234,1385075,1,1,3,12.0,1,1708.0,23524.0,24083.0,699
5524,138746,100160,1,1,1,13.0,0,753.0,3222.0,3522.0,755
5525,1817118,1272495,1,2,1,13.0,1,1793.0,23579.0,25920.0,712
5526,447110,315580,1,2,2,15.0,0,1777.0,6452.0,6400.0,712
5527,2714322,761159,1,7,1,9.0,1,1834.0,1856.0,1703.0,737
5528,25807,21345,1,8,4,12.0,1,944.0,5285.0,2337.0,785
5529,1110385,779550,1,2,0,,0,1772.0,15294.0,14706.0,780
5530,285725,207850,1,3,1,12.0,0,1770.0,6100.0,4571.0,737
5531,44592,34035,1,0,2,15.0,0,743.0,736.0,2077.0,748
5532,1277670,895000,1,1,3,12.0,1,1857.0,16671.0,17410.0,735
5533,4433608,3103330,1,2,2,10.0,1,1818.0,20625.0,58279.0,760
5534,2763991,1935700,1,3,2,10.0,1,1857.0,35783.0,36912.0,774
5535,482448,341105,1,1,4,16.0,1,1841.0,7181.0,6760.0,711
5536,102223,74565,0,3,4,12.0,1,984.0,375.0,4012.0,761
5537,551355,388975,1,6,5,11.0,1,1884.0,9945.0,8458.0,793
5538,27303,22845,0,2,2,12.0,1,765.0,882.0,3005.0,724
5539,177673,127820,1,6,2,13.0,1,1834.0,3877.0,3574.0,788
5540,20197,16860,1,1,1,12.0,0,771.0,3683.0,2426.0,754
5541,34190,26450,0,15,2,15.0,1,793.0,1508.0,1423.0,723
5542,1111781,782215,0,1,2,13.0,1,1751.0,15650.0,15883.0,747
5543,99585,72790,1,2,2,12.0,0,776.0,576.0,2233.0,713
5544,485149,343305,1,6,2,14.0,1,1891.0,3232.0,6951.0,771
5545,38990,29675,0,1,2,13.0,1,830.0,1889.0,1825.0,777
5546,20125,285000,1,11,2,11.0,1,1740.0,48395.0,66074.0,782
5547,51845,39725,1,0,2,14.0,0,798.0,3404.0,197.0,784
5548,66850,53270,1,1,2,15.0,0,785.0,1215.0,1975.0,749
5549,30304,23945,1,2,2,12.0,1,801.0,3049.0,1206.0,792
5550,35671,28025,1,1,1,14.0,0,756.0,1673.0,2174.0,724
5551,995259,698975,1,1,3,12.0,0,1781.0,10493.0,13890.0,767
5552,5865773,4103260,1,2,3,10.0,0,1811.0,26554.0,24613.0,728
5553,237397,168925,1,1,1,13.0,1,1875.0,3204.0,3719.0,701
5554,1714215,1202240,0,5,2,11.0,1,1813.0,22793.0,23023.0,764
5555,37211,30885,0,4,2,11.0,1,845.0,6519.0,1891.0,786
5556,321535,227205,1,1,2,13.0,1,1822.0,5064.0,4976.0,739
5557,378237,267475,1,0,2,12.0,0,1767.0,6174.0,6210.0,744
5558,17161,14650,1,2,2,12.0,0,771.0,2346.0,1267.0,756
5559,796038,558870,1,28,0,,0,1774.0,11707.0,11237.0,703
5560,195635,140215,1,1,4,9.0,0,1907.0,1320.0,3344.0,724
5561,17494,15095,0,9,0,,0,769.0,717.0,1418.0,718
5562,73838,54395,1,3,1,12.0,1,779.0,1215.0,2181.0,720
5563,64359,47760,0,0,2,18.0,0,767.0,875.0,5443.0,748
5564,47211,36265,0,4,1,13.0,0,775.0,124.0,3227.0,719
5565,6092,7245,1,5,2,11.0,0,753.0,1217.0,569.0,755
5566,1766570,1238310,1,6,2,12.0,1,1767.0,23812.0,24072.0,733
5567,104485,76425,1,1,3,15.0,0,776.0,2568.0,2485.0,813
5568,834448,587345,1,2,4,13.0,1,1891.0,11830.0,66074.0,744
5569,224560,160155,1,1,3,11.0,0,1770.0,6712.0,3229.0,725
5570,919322,646440,1,1,2,11.0,1,1795.0,12680.0,12577.0,778
5571,259993,185410,1,6,2,10.0,0,1742.0,5017.0,3247.0,708
5572,30126,18740,0,2,4,10.0,1,814.0,9641.0,3428.0,741
5573,129764,93915,1,1,1,10.0,1,785.0,391.0,3284.0,752
5574,45444,35290,1,2,2,12.0,0,813.0,1215.0,12945.0,736
5575,50057,39765,1,1,2,10.0,0,744.0,4432.0,2386.0,737
5576,112583,81575,0,4,4,18.0,1,1059.0,3369.0,4084.0,761
5577,116684,85045,1,4,1,10.0,0,781.0,5499.0,2931.0,765
5578,6012631,4206895,1,0,1,14.0,0,1744.0,25886.0,25274.0,750
5579,711672,2575260,1,2,0,,1,1724.0,485.0,34759.0,761
5580,60636,46000,1,0,1,12.0,1,774.0,4838.0,2073.0,761
5581,1498630,5421691,1,6,4,12.0,1,2410.0,1029.0,947.0,707
5582,156910,112825,1,1,0,,0,783.0,3803.0,3666.0,722
5583,67721,51720,1,1,2,12.0,1,757.0,1886.0,2230.0,705
5584,56984,43255,1,5,2,13.0,1,816.0,1239.0,1284.0,756
5585,10103,10250,1,4,1,9.0,1,792.0,523.0,1961.0,708
5586,518811,365505,1,3,4,11.0,1,1930.0,10160.0,1637.0,776
5587,1125283,786190,0,1,3,11.0,1,1868.0,14848.0,15548.0,749
5588,43078,32840,1,1,1,14.0,1,798.0,1215.0,1886.0,768
5589,52785,40490,1,2,1,10.0,1,714.0,1215.0,2455.0,757
5590,3152,5825,1,3,1,13.0,0,807.0,1318.0,38.0,713
5591,2415740,677438,0,1,2,12.0,1,1822.0,1644.0,1518.0,737
5592,2676350,1876040,1,1,2,12.0,1,1843.0,35207.0,36403.0,699
5593,67627,51005,1,2,2,9.0,1,777.0,1637.0,3902.0,769
5594,88328,66220,1,2,3,9.0,0,763.0,2231.0,2454.0,801
5595,158389,113840,1,1,1,12.0,0,767.0,2436.0,2841.0,740
5596,1888141,1322930,1,5,2,10.0,1,1614.0,25349.0,25571.0,768
5597,209377,149245,1,1,3,10.0,1,1816.0,3844.0,3023.0,719
5598,39786,30845,1,6,3,11.0,1,858.0,3488.0,3101.0,738
5599,4266,5125,0,3,2,9.0,1,756.0,737.0,114.0,792
5600,11451,10980,0,1,2,12.0,1,814.0,1215.0,1891.0,757
5601,3088072,2162635,1,7,0,,1,1868.0,44565.0,40735.0,735
5602,30212,23895,0,2,2,13.0,1,782.0,283.0,1444.0,751
5603,5752019,4026245,0,28,2,14.0,0,1765.0,26493.0,24303.0,742
5604,6485428,4538035,0,3,1,15.0,1,1696.0,29938.0,27330.0,723
5605,151251,107700,1,8,2,7.0,1,812.0,5220.0,4789.0,774
5606,469410,327995,1,1,1,13.0,1,1758.0,5899.0,4994.0,758
5607,44989,34365,1,1,1,16.0,1,764.0,2094.0,1782.0,735
5608,648856,456565,1,1,2,10.0,1,1765.0,8718.0,9181.0,698
5609,25492,21375,1,1,2,11.0,0,810.0,1525.0,9409.0,797
5610,27354,4680,1,2,4,9.0,0,784.0,903.0,961.0,745
5611,155723,120615,1,3,2,12.0,0,783.0,20771.0,10837.0,740
5612,181899,129480,1,12,2,13.0,1,1783.0,3422.0,2753.0,744
5613,37562,29460,1,4,1,12.0,0,791.0,1215.0,4083.0,727
5614,504468,355660,1,10,2,11.0,1,1873.0,9290.0,7163.0,747
5615,34893,32950,1,2,0,,1,792.0,1313.0,1252.0,759
5616,583,3125,1,0,0,,0,757.0,739.0,289.0,745
5617,92325,66900,1,1,3,15.0,1,796.0,1814.0,3365.0,757
5618,393471,277505,0,1,1,12.0,1,1694.0,6614.0,6570.0,767
5619,93645,68825,1,1,2,12.0,0,817.0,2585.0,2604.0,777
5620,102857,74335,0,1,3,11.0,1,790.0,1215.0,2230.0,716
5621,1579988,1107920,0,3,3,13.0,0,2203.0,22796.0,22091.0,752
5622,1816,3530,0,3,2,12.0,0,855.0,1714.0,1891.0,766
5623,81645,61310,1,3,1,13.0,0,797.0,1984.0,3252.0,734
5624,4928371,3449280,1,5,0,,1,1742.0,23062.0,63171.0,733
5625,1345915,945320,1,1,1,12.0,1,1793.0,18570.0,18112.0,710
5626,103508,74455,1,8,3,11.0,0,909.0,4205.0,3725.0,786
5627,590574,400895,1,1,0,,1,1834.0,8540.0,7999.0,802
5628,26600,21405,1,3,3,10.0,1,920.0,4133.0,2812.0,781
5629,8146,9015,1,1,1,13.0,0,796.0,1215.0,1085.0,773
5630,46865,30395,1,7,1,8.0,0,742.0,3926.0,1444.0,740
5631,723138,508885,1,3,2,14.0,1,1793.0,9856.0,10366.0,739
5632,715681,503120,1,1,2,13.0,1,1871.0,9776.0,10163.0,748
5633,139526,100105,0,1,1,12.0,0,789.0,3331.0,2892.0,756
5634,20245,15815,1,13,3,16.0,1,1105.0,4579.0,2488.0,720
5635,32105,25720,1,0,3,10.0,1,814.0,1215.0,1745.0,782
5636,57624,42675,1,8,0,,0,800.0,2105.0,418.0,739
5637,245982,173495,0,1,2,13.0,1,1719.0,5806.0,4218.0,727
5638,472234,339390,1,1,4,14.0,0,1731.0,6769.0,8123.0,770
5639,151421,83840,1,1,3,9.0,1,830.0,61.0,3474.0,721
5640,18898,15610,1,1,3,12.0,0,751.0,1675.0,1891.0,748
5641,9083,9175,1,2,0,,0,785.0,407.0,384.0,777
5642,281052,199570,1,3,2,10.0,1,1728.0,4850.0,4556.0,756
5643,840662,591250,1,3,2,14.0,0,1733.0,12042.0,12008.0,689
5644,49736,36500,1,3,2,15.0,1,784.0,1138.0,2625.0,769
5645,60533,45305,0,8,2,14.0,1,792.0,2306.0,1846.0,738
5646,673605,475195,1,2,3,13.0,1,1848.0,9547.0,10392.0,767
5647,1833296,1283185,1,4,3,9.0,0,2477.0,25114.0,25294.0,762
5648,1289206,903510,1,0,2,9.0,0,1772.0,7346.0,17498.0,768
5649,14171,12860,1,1,3,14.0,1,774.0,1430.0,422.0,755
5650,851632,3081155,1,8,5,12.0,1,2438.0,604.0,539.0,799
5651,69160,50130,0,3,3,9.0,1,901.0,4417.0,6966.0,728
5652,3907043,2734850,1,2,2,14.0,0,1724.0,18445.0,49326.0,732
5653,38611,29435,1,12,2,11.0,0,790.0,1778.0,264.0,793
5654,732067,514660,1,5,0,,0,1793.0,9657.0,11601.0,723
5655,470386,332110,1,2,2,13.0,1,1875.0,6558.0,6882.0,754
5656,849681,596495,1,3,3,11.0,1,2649.0,13245.0,13062.0,757
5657,2360160,1653570,1,2,2,12.0,1,1799.0,29097.0,31029.0,775
5658,1288483,904065,1,4,4,13.0,0,2252.0,18887.0,17794.0,726
5659,3888,5825,0,3,1,10.0,0,758.0,1388.0,535.0,737
5660,876445,616045,1,4,1,11.0,1,1781.0,17471.0,11912.0,740
5661,593152,418405,1,5,0,,1,1760.0,8689.0,7853.0,723
5662,813110,571990,0,3,0,,1,1813.0,10827.0,11709.0,729
5663,1273675,893715,1,3,2,14.0,1,1781.0,18513.0,17283.0,771
5664,184112,132275,0,1,3,12.0,0,1820.0,48395.0,2953.0,749
5665,6560,7425,0,3,4,9.0,1,805.0,3776.0,2801.0,765
5666,1853,4540,1,1,3,10.0,1,761.0,421.0,186.0,730
5667,263712,186480,0,1,1,11.0,0,1816.0,4026.0,3923.0,732
5668,254852,181690,0,2,1,12.0,1,1740.0,4377.0,3254.0,741
5669,146300,99445,1,4,2,15.0,0,778.0,3778.0,4023.0,755
5670,195460,136685,1,1,2,10.0,0,1809.0,3545.0,2902.0,727
5671,279693,198885,0,3,1,12.0,1,1898.0,9523.0,34002.0,731
5672,1556500,1091495,0,0,2,9.0,1,1811.0,48395.0,21046.0,756
5673,309920,219725,1,2,3,14.0,1,1875.0,4973.0,4549.0,811
5674,11969,11290,1,0,1,9.0,0,796.0,1202.0,3859.0,745
5675,128537,92930,1,2,4,12.0,0,791.0,3505.0,1240.0,762
5676,115109,83355,1,3,1,13.0,0,738.0,2429.0,3231.0,721
5677,340860,241710,1,0,2,11.0,1,1749.0,4801.0,5132.0,744
5678,110751,81635,1,2,1,12.0,0,807.0,3837.0,3174.0,778
5679,27734,22320,0,1,4,8.0,0,820.0,1554.0,1526.0,768
5680,33290,27055,1,1,3,14.0,0,757.0,608.0,1053.0,710
5681,206355,145955,1,2,3,11.0,0,1758.0,4289.0,2939.0,708
5682,113270,81620,1,0,2,8.0,1,796.0,3403.0,1801.0,746
5683,4088,5430,1,4,1,7.0,1,765.0,892.0,436.0,763
5684,7498,9835,1,2,1,9.0,1,739.0,1413.0,1331.0,774
5685,1692692,1186455,0,1,4,11.0,1,1715.0,22409.0,23077.0,727
5686,26492,22385,0,1,1,12.0,0,797.0,1156.0,918.0,797
5687,9471,9600,1,0,3,11.0,0,754.0,1923.0,1634.0,739
5688,6098181,4267575,1,1,2,13.0,1,1767.0,27966.0,25186.0,748
5689,901466,3270681,1,3,2,13.0,0,1795.0,619.0,568.0,749
5690,28251,23155,0,3,1,11.0,0,832.0,1215.0,1367.0,741
5691,2955685,2068540,0,1,2,11.0,1,1804.0,38078.0,39319.0,739
5692,3412,5435,1,1,3,17.0,1,785.0,1588.0,921.0,746
5693,88113,70640,0,0,1,13.0,0,749.0,2060.0,3033.0,784
5694,131924,94930,0,1,3,12.0,1,763.0,2581.0,3113.0,753
5695,3671452,2573505,0,9,1,14.0,1,1967.0,48520.0,48919.0,769
5696,180335,129355,1,2,3,11.0,1,1809.0,8488.0,2966.0,743
5697,628046,442130,1,0,4,14.0,1,1866.0,9792.0,1217.0,745
5698,626118,436100,1,2,4,11.0,1,1960.0,8755.0,12774.0,778
5699,73034,53810,1,1,0,,0,784.0,1812.0,2456.0,754
5700,19551,16685,1,1,3,12.0,0,782.0,1215.0,1101.0,732
5701,3183564,2229325,1,1,1,12.0,1,1783.0,41326.0,42166.0,750
5702,22945,18740,0,4,1,13.0,0,760.0,5031.0,788.0,756
5703,1318131,924965,0,0,1,10.0,1,1841.0,17360.0,17684.0,758
5704,42136,34005,1,1,3,13.0,1,769.0,17374.0,2489.0,774
5705,17847,15475,1,2,2,13.0,1,717.0,1809.0,1028.0,761
5706,47123,35035,1,1,3,10.0,0,761.0,1405.0,15107.0,723
5707,12570,11220,1,1,2,17.0,0,820.0,83.0,460.0,722
5708,39528,39120,1,3,1,14.0,1,795.0,380.0,1637.0,750
5709,580115,407005,1,1,4,11.0,1,1765.0,8457.0,7935.0,758
5710,55213,42675,0,1,2,11.0,1,793.0,1420.0,2069.0,777
5711,253667,180505,1,1,2,9.0,1,1855.0,4147.0,3721.0,746
5712,7685861,5377855,1,4,2,14.0,0,1838.0,35083.0,32365.0,711
5713,2013162,1410970,1,8,4,13.0,0,2275.0,27201.0,27795.0,701
5714,77349,57055,0,1,3,11.0,1,772.0,2216.0,2319.0,771
5715,77555,56940,1,1,2,11.0,1,801.0,1999.0,200.0,776
5716,144344,104060,1,2,2,11.0,0,760.0,2605.0,3569.0,773
5717,693307,487970,1,2,2,15.0,1,1811.0,9886.0,44788.0,782
5718,3200577,897500,1,4,2,14.0,1,1939.0,2183.0,2010.0,742
5719,22381,19260,1,1,4,14.0,1,811.0,3309.0,1891.0,756
5720,10610,11505,1,7,1,13.0,0,786.0,4239.0,930.0,723
5721,7086,7905,0,7,0,,0,786.0,8063.0,1891.0,783
5722,54736,40675,0,11,3,11.0,1,985.0,4312.0,2316.0,746
5723,143355,104545,0,8,3,10.0,1,971.0,13066.0,4923.0,755
5724,37819,30310,1,1,3,9.0,0,751.0,1992.0,1792.0,720
5725,2900948,2031590,0,4,0,,1,1742.0,37530.0,38590.0,693
5726,16127,14535,1,0,1,15.0,1,842.0,590.0,839.0,780
5727,5070497,3548945,1,2,3,16.0,1,1827.0,23571.0,66912.0,735
5728,74528,54780,0,1,4,14.0,0,725.0,1932.0,4063.0,770
5729,179863,128130,1,0,1,16.0,1,1937.0,48395.0,2360.0,737
5730,52751,39590,1,1,1,10.0,0,833.0,1422.0,1891.0,755
5731,21850,18215,0,2,4,15.0,0,800.0,1230.0,2454.0,739
5732,861823,605890,1,4,3,11.0,1,2502.0,13301.0,12630.0,807
5733,8061,8640,0,3,2,11.0,0,816.0,1306.0,1107.0,757
5734,47741,36220,0,6,4,13.0,1,925.0,4415.0,5785.0,786
5735,1537712,1078715,1,1,3,9.0,1,1790.0,22278.0,20779.0,730
5736,4637,6415,0,1,3,9.0,0,825.0,1434.0,346.0,741
5737,781330,2827034,1,0,3,12.0,1,1799.0,540.0,484.0,720
5738,695768,489490,0,1,1,12.0,0,1715.0,9939.0,9596.0,780
5739,439830,308725,1,11,3,10.0,1,2155.0,7378.0,7128.0,748
5740,29917,23735,0,7,2,9.0,0,833.0,511.0,1493.0,720
5741,1553985,1089855,1,2,2,10.0,1,1790.0,20834.0,20137.0,775
5742,599909,424375,1,5,2,13.0,1,1896.0,9569.0,7713.0,738
5743,337556,233140,1,1,0,,1,1884.0,5039.0,5224.0,759
5744,13748,13380,1,4,2,11.0,1,802.0,1215.0,728.0,718
5745,8064,7900,0,2,2,11.0,1,774.0,1455.0,1891.0,759
5746,214748,151960,1,1,3,13.0,1,1917.0,2808.0,3392.0,736
5747,659771,464810,1,2,1,10.0,0,1772.0,9581.0,9657.0,757
5748,175162,125230,0,0,2,13.0,1,1816.0,2734.0,3019.0,759
5749,6335106,4433335,0,13,2,13.0,0,1721.0,29039.0,26648.0,754
5750,7211710,5044855,1,2,2,12.0,1,1923.0,32778.0,30307.0,766
5751,9276,10110,1,10,3,17.0,1,930.0,4501.0,2891.0,762
5752,12392,12895,1,0,2,15.0,1,756.0,1777.0,1067.0,710
5753,1483042,1056125,1,1,0,,1,1799.0,19526.0,20802.0,751
5754,15411,13885,0,3,3,13.0,1,890.0,1215.0,1548.0,729
5755,256710,182695,1,1,3,9.0,1,1728.0,5146.0,3688.0,710
5756,1664856,466872,1,3,2,12.0,1,1708.0,1135.0,1048.0,711
5757,328744,232995,1,1,2,11.0,1,1767.0,4749.0,4331.0,745
5758,223242,159000,1,16,2,8.0,1,1838.0,3828.0,3522.0,765
5759,39771,30810,1,1,3,12.0,0,792.0,1215.0,1564.0,750
5760,273445,192645,1,0,2,10.0,1,1850.0,4453.0,4469.0,758
5761,104220,75915,1,7,2,14.0,0,741.0,2535.0,1699.0,740
5762,517077,366275,1,1,3,10.0,0,1804.0,4274.0,7315.0,741
5763,210239,150260,0,5,3,12.0,1,2174.0,5000.0,2985.0,729
5764,1719355,1207315,1,1,3,13.0,1,1845.0,22869.0,23625.0,724
5765,118832,86695,0,2,3,11.0,1,772.0,2278.0,3618.0,752
5766,433240,306655,0,4,2,13.0,1,1882.0,6345.0,6841.0,752
5767,72854,54000,1,2,2,13.0,1,782.0,5524.0,2380.0,722
5768,265475,187805,1,4,0,,0,1783.0,4042.0,4653.0,743
5769,4739855,3318135,0,1,3,13.0,1,1685.0,20539.0,62630.0,729
5770,1507996,5455514,0,1,4,12.0,1,1705.0,1028.0,915.0,765
5771,132120,95305,0,4,1,7.0,1,790.0,4512.0,3460.0,760
5772,6202,8380,1,0,2,14.0,1,777.0,1215.0,1183.0,728
5773,674970,474945,1,1,2,12.0,1,1634.0,9678.0,9370.0,753
5774,130036,92395,1,2,2,13.0,0,786.0,5639.0,3832.0,754
5775,1627,5225,1,8,3,9.0,1,1038.0,3856.0,1009.0,794
5776,9998,10280,1,3,3,13.0,1,1039.0,2994.0,3204.0,717
5777,1022567,3699321,0,1,3,13.0,1,1726.0,690.0,642.0,784
5778,2076681,1454795,1,5,2,11.0,0,1774.0,27141.0,26457.0,723
5779,26136,21535,0,1,4,11.0,0,768.0,802.0,1169.0,749
5780,1486397,1041410,1,1,1,12.0,1,1917.0,19457.0,19899.0,716
5781,3059,5185,1,1,5,16.0,1,752.0,668.0,820.0,744
5782,276918,197465,1,1,2,9.0,1,1836.0,4529.0,4159.0,773
5783,402486,284555,0,1,2,11.0,1,1788.0,6822.0,5326.0,764
5784,791116,2862474,0,4,2,16.0,1,1804.0,546.0,498.0,723
5785,155747,111865,1,1,2,13.0,1,806.0,3207.0,4961.0,735
5786,174805,126070,1,9,3,16.0,0,2477.0,2522.0,2149.0,774
5787,38668,30205,1,2,2,11.0,1,760.0,1215.0,1221.0,748
5788,100199,78895,1,3,2,12.0,0,815.0,2538.0,2742.0,746
5789,378908,268660,0,2,3,11.0,1,1779.0,6356.0,5718.0,773
5790,4450,5725,1,1,3,12.0,1,767.0,2077.0,916.0,786
5791,425232,298390,1,9,3,11.0,1,1912.0,7271.0,6848.0,754
5792,112602,81845,0,0,4,14.0,1,788.0,2300.0,3164.0,694
5793,174504,125410,1,1,4,10.0,1,1788.0,4529.0,2650.0,738
5794,317848,225955,1,7,3,11.0,1,2135.0,7742.0,5316.0,720
5795,14827,13875,0,2,3,11.0,1,801.0,1215.0,1780.0,731
5796,1170760,824055,1,1,2,12.0,0,1779.0,21419.0,15974.0,713
5797,205405,147735,1,0,2,13.0,0,1804.0,3430.0,4551.0,754
5798,16098,14595,1,1,1,8.0,0,775.0,1256.0,1891.0,705
5799,162553,117160,0,5,2,11.0,1,767.0,2140.0,4538.0,756
5800,281130,199905,1,2,1,10.0,1,1609.0,4498.0,4216.0,733
5801,163792,117460,1,1,4,11.0,0,771.0,29481.0,1138.0,748
5802,30350,24165,1,0,3,11.0,0,830.0,1640.0,6396.0,732
5803,3664,6405,0,1,4,13.0,0,770.0,1002.0,737.0,757
5804,1168626,818830,1,0,2,9.0,1,1843.0,16356.0,15916.0,758
5805,107041,77545,1,0,3,14.0,0,814.0,25032.0,3103.0,723
5806,752165,521150,1,4,3,13.0,1,1848.0,33705.0,9336.0,761
5807,417160,295030,1,1,1,10.0,0,1793.0,6674.0,6121.0,744
5808,8665078,2090378,1,8,3,14.0,1,2405.0,398.0,39322.0,756
5809,477363,337270,0,3,2,15.0,1,1813.0,6698.0,6852.0,775
5810,302369,214270,1,1,2,13.0,0,1827.0,48395.0,4537.0,743
5811,219657,155140,1,1,3,11.0,1,1848.0,4433.0,3288.0,736
5812,20016,14320,1,0,2,16.0,1,749.0,1215.0,602.0,815
5813,1133457,795535,1,1,1,11.0,1,1804.0,15131.0,15461.0,761
5814,83963,61355,0,0,2,12.0,1,799.0,5415.0,2752.0,750
5815,8242,8365,1,1,3,15.0,0,808.0,1261.0,454.0,750
5816,47781,36380,1,1,3,11.0,1,757.0,1493.0,2815.0,728
5817,256760,184900,0,3,2,13.0,1,1809.0,12868.0,4174.0,728
5818,419534,296330,0,0,3,11.0,0,1735.0,9297.0,6615.0,709
5819,61861,45705,0,1,1,16.0,1,820.0,2525.0,1509.0,741
5820,112840,82320,1,4,2,12.0,0,812.0,5105.0,2891.0,740
5821,772831,543475,1,1,2,12.0,1,1804.0,10851.0,11150.0,778
5822,158221,113685,0,5,2,11.0,0,776.0,4005.0,4060.0,726
5823,16140,15865,0,2,1,14.0,0,793.0,5152.0,938.0,725
5824,50352,52530,1,1,4,12.0,0,811.0,1036.0,1401.0,778
5825,230471,165735,1,3,3,9.0,1,2217.0,5652.0,3998.0,780
5826,292002,204900,1,1,2,13.0,1,1765.0,4184.0,3977.0,733
5827,390087,275830,1,3,2,14.0,1,1797.0,5889.0,5334.0,745
5828,190773,136150,0,2,3,14.0,1,1820.0,4613.0,2426.0,771
5829,30163,24275,0,2,2,15.0,0,771.0,1235.0,5366.0,746
5830,2902262,2031085,1,2,4,11.0,1,1841.0,37157.0,37883.0,761
5831,451886,318800,0,2,1,11.0,1,1772.0,7415.0,5850.0,730
5832,165598,119060,1,0,3,12.0,0,787.0,2470.0,4208.0,705
5833,501461,357560,0,2,3,12.0,1,1682.0,12471.0,8856.0,729
5834,395201,278605,1,4,1,10.0,0,1756.0,5944.0,5740.0,772
5835,84498,62200,1,2,4,9.0,1,769.0,2342.0,2592.0,778
5836,6515,7695,1,0,1,11.0,0,768.0,1234.0,2085.0,742
5837,84810,61255,1,4,4,11.0,1,865.0,5617.0,3507.0,727
5838,3308501,927755,0,4,1,13.0,0,1765.0,2255.0,2104.0,742
5839,633521,445485,1,9,2,8.0,1,1836.0,9312.0,8126.0,783
5840,91590,66880,0,1,2,11.0,0,829.0,1700.0,2707.0,718
5841,1148073,806800,1,3,2,14.0,1,1696.0,15254.0,15856.0,764
5842,50860,38510,1,1,2,7.0,1,781.0,2818.0,2249.0,756
5843,462384,325710,1,2,3,12.0,0,1783.0,5823.0,7036.0,758
5844,112905,81930,1,3,2,14.0,0,742.0,4393.0,2944.0,739
5845,2368775,1659485,0,1,3,10.0,1,1744.0,29498.0,31973.0,750
